Unnamed: 0,Author,Coursename,Last_updated,Lectures,Newfee,Oldfee,Rating,Sections,Time,Topic,Target,_id,Number_of_enroll
47,Hoàng Hà,"Phong thủy giúp hưng phúc, vượng tài cho ngôi nhà bạn",2022-05-09,31,1199000.0,1199000.0,4.5,4,284,Nghệ Thuật - Đời Sống,"['bạn sẽ biết được ngôi nhà bạn đang ở có tốt cho sức khỏe không hay ốm đau bệnh tật? bạn sẽ biết được các hướng sinh khí, thiên y, phục vị, phúc đức của mình là hướng nào?', 'bạn sẽ biết được hướng nhà nào hợp với mình hay bố mẹ, anh em của mình? biết được các thế đất xấu: đường lao vào nhà, rồi gần nghĩa trang, bãi rác.... và cách xử lý hóa giải.', 'bạn sẽ biết được hướng bàn thờ, hướng bếp, hướng bàn làm việc, hướng giường ngủ có hợp với mình không? và mọi người trên nhà có hợp không?', 'mở cửa chỗ nào tốt, chỗ nào không nên mở cửa để tăng tài lộc và tốt cho sức khỏe...', 'bạn sẽ biết được năm nào làm được nhà không bị phạm kim lâu, làm năm kim lâu nguy đến mạng của gia chủ.', 'học khóa phong thủy này bạn cũng biết được lấy vợ tuổi nào, người như nào tốt để mang lại tài lộc hạnh phúc gia đình...', 'biết được chọn đối tác làm ăn hay nhân viên, người dưới quyền hợp phong thủy tuổi của mình...', 'biết được đường nước vào ra chỗ nào, bể phốt vệ sinh để đâu không bị phạm ốm đau, bệnh tật.', 'bạn sẽ tự tin là 1 chuyên gia phong thủy vì các kiến thức chỉ có chuyên gia mới biết.']",66f79d3af050d8d70ad2469f,53
48,Hoàng Thu Cúc,Nghệ thuật Bán hàng đỉnh cao,2022-03-13,29,499000.0,499000.0,5.0,3,157,Kinh Doanh - Khởi Nghiệp,"['tự tin bán hàng online và offline.', 'đào tạo và huấn luyện đội nhóm kinh doanh.', 'nâng cao tinh thần, năng lượng cho nhân sự.', 'tiếp cận nhiều khách hàng tiềm năng.', 'đạt mục tiêu và vượt biên mục tiêu tối thiểu 20%.', 'tạo quy trình bán hàng chuyên nghiệp, trở thành người bán hàng có tầm.', 'kỹ năng chốt sale hiệu quả, thu hút khách hàng.', 'kỹ năng tuyển sỉ, tuyển đại lý.']",66f79d3af050d8d70ad246a0,17
49,Leo Minh,Đào tạo kỹ năng Content viết bài Website từ A-Z,2022-05-07,30,499000.0,499000.0,5.0,6,333,Marketing,"['bạn sẽ biết cách viết bài website ở bất kì giao diện viết bài nào', 'bạn sẽ tự tin nhận bất cứ job content website của bất kì dự án nào', 'bạn sẽ có thể tự quản lý và phát triển team content website từ a-z', 'bạn sẽ hiểu rõ các vấn đề khi marketing website, từ đó phối hợp chặt chẽ hơn với đội', 'bạn sẽ có được tư duy viết bài content chuẩn seo', 'bạn sẽ hiểu rõ giá trị của việc viết content website và nâng cao mức lương khi làm', 'bạn sẽ có tư duy xây dựng bộ từ khóa để phát triể website', 'bạn sẽ sở hữu bộ tài liệu đầy đủ đính kèm về các quy chuẩn khi viết bài chuẩn seo từ đơn vị']",66f79d3af050d8d70ad246a1,10
50,EZ LANGUAGE VIETNAM,NHẬP MÔN TIẾNG TRUNG,2022-03-13,15,199000.0,199000.0,5.0,3,139,Ngoại Ngữ,"['nền tảng sở cấp để bắt đầu học tiếng trung', 'nâng cao khả năng từ vựng, phát âm cơ bản', 'giao tiếp cơ bản bằng tiếng trung', 'nắm được ngữ pháp cơ bản tiếng trung']",66f79d3af050d8d70ad246a2,85
51,Edumall,Hướng dẫn xuất bản vẽ kỹ thuật Drawing Tools trên Solidworks,2022-03-13,46,599000.0,599000.0,5.0,9,336,Thiết Kế,"['sử dụng được phần mềm: làm chủ được phần mềm solidworks, thành thạo những công cụ trong môi trường thiết kế. những kinh nghiệm, phương pháp giúp thao tác nhanh hơn. mô hình hóa 3d từ các bản vẽ 2d hoặc vẽ 3d xuất phát từ ý tưởng', 'học cách thiết kế: học viên sẽ hiểu và hình thành tư duy thiết kế, giải quyết được các công việc thiết kế sản phẩm khó, phức tạp và tối ưu hóa thời gian làm việc', 'áp dụng trong công việc: những kiến thức đã học được áp dụng vào công việc thực tế, hiểu quy trình công việc và các bước thực hiện đối với bất kỳ một nhiệm vụ hay dự án nào']",66f79d3af050d8d70ad246a3,59
52,NGUYỄN THANH HẢI,Tư duy thiết kế logo cơ bản,2022-05-09,26,999000.0,999000.0,5.0,8,250,Marketing,"['hiểu rõ cách tìm kiếm lên ý tưởng thiết kế logo', 'có được những mẹo vặt trong học và xây dựng sản phẩm thiết kế', 'hiểu được quy trình thiết kế logo hiệu quả', 'hiểu rõ cách thu thập khai thác thông tin từ khách hàng, lên ý tưởng', 'hiểu được cách phân tích phát triển nhận diện thương hiệu', 'tạo nền tảng tư duy thiết kế một cách thông minh.']",66f79d3af050d8d70ad246a4,98
53,Mai Trung Đức,Trọn bộ bí quyết Marketing Zalo,2022-05-05,32,399000.0,399000.0,5.0,7,153,Marketing,"['nắm bắt các công cụ để tiếp cận khách hàng trong zalo', 'hiểu rõ cơ chế bán hàng trên zalo bằng free traffic', 'biết cách thiết lập zalo oa chuẩn nhất từ đầu', 'học cách tận dụng tối đa các tính năg của zalo oa để tương tác, chăm sóc khách hàng', 'nắm rõ các bước tạo và tối ưu các tùy chỉnh trong zalo shop để bán hàng', 'hiểu rõ tư duy quảng cáo trên zalo để có được hiệu quả cao nhất', 'thuần thục cách thiết lập quảng cáo zalo phù hợp với mục đích kinh doanh', 'nắm bắt các chỉ số quan trọng và biết cách tối ưu quảng cáo zalo.']",66f79d3af050d8d70ad246a5,77
54,Nguyễn Ngọc Tịnh,HỌC ORDER TAOBAO/1688/PINDUODUO - KHÔNG CẦN BIẾT TIẾNG TRUNG,2022-03-13,38,1599000.0,1599000.0,5.0,12,226,Kinh Doanh - Khởi Nghiệp,['sau khóa học bạn có thể chủ động tự nhập hàng taobao/1688/pinduoduo không qua trung gian tối thiểu chi phí nguồn hàng kinh doanh. tiết kiệm vài triệu đến vài trăm triệu mỗi tháng.'],66f79d3af050d8d70ad246a6,5
55,Công Tuyền Darvas,5 NGÀY ĐẦU TƯ CHỨNG KHOÁN THỰC CHIẾN VỚI ĐỒ THỊ CHART TÂM LÝ CANDESTIC,2022-04-01,26,1199000.0,1199000.0,5.0,4,165,Đầu Tư,"['đọc hiểu đồ thị các loại biểu đồ.', 'hiểu được tâm lý nhà tạo lập', 'nhìn được ý đồ đội lái lớn nhà đầu tư lớn', 'ra quyết định mua hay bán nhanh chóng do phân tích được diễn biến tâm lý trong mỗi biểu đồ chart.']",66f79d3af050d8d70ad246a7,94
56,Lê Thị Thọ,Khóa học nhảy hiện đại,2022-03-13,10,399000.0,399000.0,5.0,1,52,Thể Thao - Sức Khỏe,"['tập luyện tại nhà và giảm lượng mỡ thừa để có vòng eo thon gọn', 'hướng dẫn các kĩ thuật nhảy cơ bản phù hợp với người mới tập', 'tự tin diện trang phục xinh xắn nhỏ nhắn với thân hình mơ ước', 'nhanh chóng giảm được cân hiệu quả, đốt cháy mỡ thừa tại eo, bắp tay, bắp chân', 'cải thiện sức khỏe tinh thần, đánh bay stress hiệu quả, đem lại sự sảng khoái, thoải mái']",66f79d3af050d8d70ad246a8,83
57,EZ LANGUAGE VIETNAM,Mỗi ngày một ngữ pháp tiếng Hàn,2022-03-13,20,199000.0,199000.0,5.0,1,115,Ngoại Ngữ,"['năm chắc phần ngữ pháp cơ bản và thông dụng trong tiếng hàn.', 'tích lũy được một lượng lớn một lượng lớn từ vựng thông dụng và cần thiết để sử dụng trong học tập, công việc và đời sống hàng ngày.', 'tự tin với năng lực tiếng hàn của mình và tự tin giao tiếp với người hàn.']",66f79d3af050d8d70ad246a9,23
58,EZ LANGUAGE VIETNAM,Tiếng Hàn sơ cấp,2022-03-10,27,299000.0,299000.0,4.5,3,241,Ngoại Ngữ,"['mỗi bài học chỉ cần học trong 10 đến 15 phút, học viên có thể tận dụng thời gian nghỉ ngơi để học tiếng hàn, rất dễ dàng để sắp xếp kế hoạch học tập cho riêng mình.', 'không hiểu chỗ nào có thể dừng lại và tìm hiểu nó ngay lập tức, phù hợp với nhu cầu riêng của mỗi người để kiểm soát tiến độ học tập hiệu quả.', 'bạn có thể học trên điện thoại, ipad hay học trên máy tính']",66f79d3af050d8d70ad246aa,14
59,EZ LANGUAGE VIETNAM,Khóa học tiếng Nhật cơ bản,2022-03-13,28,399000.0,399000.0,5.0,3,414,Ngoại Ngữ,"['dễ dàng cho người mới bắt đầu học tiếng nhật', 'biết cách phát âm chuẩn và chính xác như người nhật bản xứ', 'tự tin giao tiếp trong cuộc sống hằng ngày và làm việc trong môi trường người nhật', 'kiến thức cơ bản đến nâng cao theo hệ thống chuẩn', 'tự tin làm chủ những tình huống giao tiếp đàm thoại hàng ngày']",66f79d3af050d8d70ad246ab,10
60,Nhóm giảng viên Mr. Soup - Ms. Chloe - Ms. May May - Ms. Huyen Linh,Giỏi phát âm tiếng Anh chỉ bằng 2 công thức 2H & GTR,2022-03-11,27,1199000.0,1199000.0,4.0,7,206,Ngoại Ngữ,"['tự tin làm chủ bảng ipa trong 2h đồng hồ.', 'tự tin phát âm chuẩn hơn 90% các từ tiếng anh.', 'siêu tiết kiệm thời gian và tài chính bằng 1/3 so với đi học offline.', 'nói chuẩn hơn gấp 3 lần.', 'khả năng nghe chuẩn hơn 2 lần.', 'tự tin để dạy lại cho bạn bè và người thân.', 'chắc chắn bạn sẽ yêu thích và đam mê học tiếng anh sau khi kết thúc khóa học này.', 'hàng tuần sẽ có các lớp qua zoom hoặc livestream để dạy học và giải đáp các thắc mắc của học viên.']",66f79d3af050d8d70ad246ac,22
61,Cấn Mạnh Linh,Làm chủ công cụ bán hàng Tiktok,2022-06-06,31,399000.0,399000.0,5.0,3,144,Marketing,"['tiktok dễ chơi nhưng sẽ khó thành công nếu không biết cách, khóa học này sẽ giúp bạn tránh được những sai lầm không nên có khi bắt đầu.', 'những tip chỉnh sửa hay ho để tạo ra 1 video xu hướng.', 'cách để xây dựng một kênh tiktok đầy chuyên nghiệp']",66f79d3af050d8d70ad246ad,11
62,Lê Thị Thọ,Học nhảy Sexy Dance - để cơ thể linh hoạt và bốc lửa,2022-03-13,5,699000.0,699000.0,5.0,1,89,Thể Thao - Sức Khỏe,"['cơ thể linh hoạt và săn chắc, sức khỏe dẻo dai và bền bỉ', 'giải tỏa stress, tràn đầy năng lượng tích cực', 'sở hữu thân hình bốc lửa, sexy quyến rũ']",66f79d3af050d8d70ad246ae,7
63,Lê Thị Thọ,Khóa học Hiphop cho người mới bắt đầu,2022-03-13,5,699000.0,699000.0,5.0,1,76,Thể Thao - Sức Khỏe,"['học viên hiểu về nhịp điệu, cách di chuyển, động tác cơ bản của hip hop', 'rèn luyện sức khỏe', 'tự tin biểu diễn tài lẻ trước đám đông']",66f79d3af050d8d70ad246af,34
64,Lê Thị Thọ,Khóa học Đốt cháy mỡ thừa cùng Zumba,2022-03-13,5,699000.0,699000.0,5.0,1,64,Thể Thao - Sức Khỏe,"['tập luyện tại nhà và giảm lượng mỡ thừa để có vòng eo thon gọn', 'hướng dẫn các kĩ thuật nhảy cơ bản phù hợp với người mới tập', 'cải thiện sức khỏe cũng như sức bền của bản thân', 'cải thiện sức khỏe tinh thần, đánh bay stress hiệu quả, đem lại sự sảng khoái, thoải mái sau một ngày làm việc mệt mỏi']",66f79d3af050d8d70ad246b0,28
65,Phan Thanh Dũng,Nhà Lãnh đạo phải biết đào tạo,2022-03-10,19,249000.0,249000.0,4.3,5,75,Phát Triển Bản Thân,"['biết được 5 yếu tố tạo nên một nhà lãnh đạo giỏi đào tạo', 'cách thiết kế một bài đào tạo bỏ túi', 'cách để tối ưu hóa một bài đào tạo chạm tim người nghe', 'cách để trở thành một nhà đào tạo giỏi thực thụ']",66f79d3af050d8d70ad246b1,50
66,Trịnh Đức Dương,Thành thạo Illustrator từ cơ bản đến nâng cao,2022-05-31,47,699000.0,699000.0,5.0,7,557,Thiết Kế,"['từ không biết gì trở thành người làm chủ, sử dụng thành thạo adobe illustrator.', 'nắm vững hệ thống màu sắc, sử dụng và quản lý màu hiệu quả.', 'học được tư duy thiết kế cơ bản và tư duy sáng tạo trong thiết kế với illustrator.', 'có kỹ năng và tay nghề cơ bản để tự tin làm việc tại bất cứ công ty thiết kế đồ họa nào.', 'sở hữu trọn bộ thủ thuật, kĩ năng làm việc đỉnh cao trong ai.', 'thiết kế quảng cáo, in ấn, minh họa sách báo trở nên dễ dàng hơn bao giờ hết.', 'thành thạo sử dụng ai để sáng tạo logo & và nhận diện thương hiệu thông qua ví dụ cụ thể']",66f79d3af050d8d70ad246b2,24
67,Seb Tran,Phong thái trong giao tiếp kinh doanh,2022-03-13,25,499000.0,499000.0,5.0,5,149,Phát Triển Bản Thân,"['hiểu rõ các chuẩn mực về giao tiếp', 'nắm được các kỹ năng giao tiếp trong kinh doanh ở từng sự kiện', 'biết cách xử lý tốt những tình huống bất ngờ', 'biết cách chọn trang phục, phụ kiện theo hình thể', 'biết cách dùng name-card, giới thiệu và ghi nhớ thông tin', 'tự tin hơn, giao tiếp hiệu quả hơn trong bất kỳ tình huống']",66f79d3af050d8d70ad246b3,89
68,Trần Hồng Vân,Thay đổi cấp tốc hình thể sau 30 ngày,2022-05-05,16,349000.0,349000.0,5.0,1,84,Thể Thao - Sức Khỏe,"['+ khoá học này giải quyết vấn đề tư thế, chuyển động cơ bản của người mới bắt đầu.', '+ khắc phục các vấn đề của dân văn phòng: đau mỏi cổ , vai , gáy, đau mỏi lưng dưới', '+ ổn định cơ thể và linh hoạt các khớp', '+ là bước đầu cơ bản để hướng đến mục tiêu cuả bạn']",66f79d3af050d8d70ad246b4,52
69,Trần Hồng Vân,Function ( khoá cơ bản) cho người chưa tập luyện bao giờ,2022-03-11,24,349000.0,349000.0,5.0,2,124,Thể Thao - Sức Khỏe,"['khách hàng có bệnh lý , vấn đề khớp đều tập luyện thoải mái. nội dung dễ hiểu, được hướng dẫn từng chuyển động.']",66f79d3af050d8d70ad246b5,36
70,Duy Văn Đào,Chăm sóc sức khỏe chủ động trong mùa dịch,2022-03-10,16,199000.0,199000.0,5.0,4,106,Thể Thao - Sức Khỏe,"['học viên có thể tự tìm ra vấn đề sức khỏe tiềm ẩn, tự chăm sóc f0, f1, f2', 'phòng biến chứng nếu lỡ mắc covid', 'tự phục hồi sức khỏe hậu covid với mọi thứ xung quanh']",66f79d3af050d8d70ad246b6,65
71,Huỳnh Quốc Khang,Bí kíp trang điểm vụt xinh,2022-06-09,23,499000.0,499000.0,5.0,1,56,Nghệ Thuật - Đời Sống,"['hiểu màu sắc và gương mặt mình', 'trang điểm đẹp rạng rỡ mà tự nhiên', 'xu hướng trang điểm tinh tế', 'tạo ra vẻ đẹp thu hút mọi ánh nhìn.']",66f79d3af050d8d70ad246b7,47
72,Phan Tran Hong Tram,Tiếng Đức cho người bắt đầu,2022-03-14,41,699000.0,699000.0,5.0,2,313,Ngoại Ngữ,"['bạn sẽ nắm được 500 từ vựng và các mẫu câu căn bản, thông dụng nhất', 'bạn sẽ tạo được nền tảng ngữ pháp chắc để chuẩn bị cho trình độ cao hơn', 'bạn sẽ tự tin hơn trong phát âm tiếng đức, thành thục trong các tình huống giao tiếp thông thường.', 'bạn sẽ hình thành thói quen tự học có hướng dẫn hiệu quả']",66f79d3af050d8d70ad246b8,18
73,Adam Yan,Tiếng Trung cho người đi làm trong 30 ngày,2022-03-10,32,849000.0,849000.0,5.0,10,316,Ngoại Ngữ,"['giao tiếp bằng tiếng trung theo cách nói người bản ngữ trong môi trường làm việc', 'được đi làm ngay sau khi hoàn thành và học thuộc khoá học này', 'tự tin giao tiếp trong công việc bằng tiếng trung trong các tình huống thường gặp', 'biết được tiếng trung về bộ phần công ty, chức vụ', 'biết tiếng trung về tổ chức cuộc họp và thuyết trình', 'có thể chuẩn bị cv và phỏng vấn bằng tiếng trung', 'sở hữu kiến thức văn hoá làm việc của người hoa', 'biết cách viết email bằng tiếng trung']",66f79d3af050d8d70ad246b9,54
