Unnamed: 0,Author,Coursename,Last_updated,Lectures,Newfee,Oldfee,Rating,Sections,Time,Topic,Target,_id,Number_of_enroll
333,Đỗ Kim Thu,Dạy con kiểu Nhật - Phần 1,2022-04-16,19,299000.0,299000.0,4.0,5,123,Hôn Nhân - Gia Đình,"['sửa chữa, thay thế những sai lầm bằng phương pháp nuôi dạy con đúng đắn. cho con tư duy, kiến thức nền tảng để mạnh mẽ bước vào đời.', 'cho con được là chính mình.', 'phụ huynh biết những kỹ thuật, công cụ để trao quyền cho con từ đó được thảnh thơi tâm trí.', 'các bà mẹ có cái nhìn đúng đắn về vai trò của mình trong việc tạo ra hạnh phúc gia đình và cho chính mình từ đó giảm bớt gánh nặng, định kiến về thiên chức cao quý này.']",66f79d3af050d8d70ad247bd,46
334,Đỗ Kim Thu,Tuần khủng hoảng ở trẻ nhỏ và cách xử lý,2021-12-15,74,399000.0,999000.0,5.0,12,559,Hôn Nhân - Gia Đình,"['khóa học dành cho các bà mẹ đang và sẽ bắt đầu hành trình làm mẹ', 'cung cấp thông tin cho các bậc phụ huynh, nhằm giảm và tránh stress cho cả cha mẹ và con, khi các con thay đổi tính nết theo quá trình phát triển tự nhiên của mình', 'giúp các mẹ tìm hiểu thêm về sự phát triển của các con trong 20 tháng đầu đời, mà cụ thể là các giai đoạn phát triển kỹ năng và tinh thần']",66f79d3af050d8d70ad247be,75
335,Đặng Minh Hạnh,Bạn có biết: 100 quy luật bất biến để thành công trong kinh doanh?,2021-12-15,89,399000.0,849000.0,5.0,8,399,Kinh Doanh - Khởi Nghiệp,"['khóa học này đặc biệt dành cho những người đang hoạt động trong lĩnh vực kinh doanh muốn tối đa hóa những tiềm năng cá nhân của họ và đạt được những kết quả kinh doanh vĩ đại nhất có thể cả về số lượng và chất lượng để đổi lại những giờ, những tuần, những tháng, những năm quý giá trong đời mà họ đã phải đầu tư cho nghề nghiệp của mình.', 'giúp bạn tiết kiệm được nhiều tháng, thậm chí nhiều năm làm việc vất vả nếu bạn chưa sống và làm việc nhất quán với nó.', 'giúp bạn nhận ra toàn bộ khả năng tiềm ẩn của mình.']",66f79d3af050d8d70ad247bf,81
336,Đỗ Kim Thu,100 bí mật giúp bạn hạnh phúc hơn trong cuộc sống,2021-12-15,97,399000.0,749000.0,5.0,1,233,Thể Thao - Sức Khỏe,"['các bạn học viên nhận ra rằng hạnh phúc không phải là điều xa xôi khó tìm.', 'hạnh phúc có thể tìm được bằng những điều chỉnh, những thay đổi trong cuộc sống, cách nhìn của mỗi chúng ta.', 'hạnh phúc có thể tìm được trong sự chia sẻ chân thành,trong cách tư duy... hướng tới một ngày mai tốt đẹp.']",66f79d3af050d8d70ad247c0,74
337,Đỗ Kim Thu,Tâm bệnh học trẻ em lứa tuổi mầm non,2021-12-15,13,299000.0,599000.0,5.0,1,103,Hôn Nhân - Gia Đình,"['giúp cho các giáo viên, các nhà giáo dục, các bậc cha mẹ nhận biết những rối loạn phát triển tâm lí của trẻ để có thể phát hiện chúng và có những ứng xử thích hợp để phòng ngừa và chữa trị.']",66f79d3af050d8d70ad247c1,74
338,Đỗ Kim Thu,Cách giải quyết tâm bệnh của trẻ mầm non,2022-04-16,19,299000.0,349000.0,4.0,1,130,Hôn Nhân - Gia Đình,"['giúp cho các giáo viên, các nhà giáo dục, các bậc cha mẹ nhận biết những rối loạn phát triển tâm lí của trẻ để có thể phát hiện chúng và có những ứng xử thích hợp để phòng ngừa và chữa trị.']",66f79d3af050d8d70ad247c2,26
339,Đỗ Kim Thu,Tâm bệnh học trẻ em lứa tuổi mầm non,2022-02-21,13,299000.0,349000.0,4.6,1,94,Thể Thao - Sức Khỏe,"['giúp cho các giáo viên, các nhà giáo dục, các bậc cha mẹ nhận biết những rối loạn phát triển tâm lí của trẻ để có thể phát hiện chúng và có những ứng xử thích hợp để phòng ngừa và chữa trị.']",66f79d3af050d8d70ad247c3,51
340,Trung Phạm,Môi giới căn hộ,2022-03-12,15,299000.0,299000.0,4.5,1,110,Kiến Thức Chuyên Ngành,"['từ chưa biết bắt đầu từ đâu, đến trở thành chuyên gia, có thể làm giàu từ nghề môi giới bất động sản.']",66f79d3af050d8d70ad247c4,95
341,Hoàng Thái Lễ,Thiết kế truyền thông với Photoshop,2022-05-23,25,299000.0,499000.0,4.5,8,224,Thiết Kế,"['học từ đầu bài bản nhất về photoshop, hiểu rõ về giao diện tổng quan và từng thông số trong photoshop.', 'học sử dụng tất cả các công cụ cơ bản trong photoshop và hiểu rõ chức năng của từng công cụ đó.', 'học một số thủ thuật xử lý hay trong photoshop để nâng cao hiệu quả công việc.', 'thực hành thiết kế infographics, poster truyền thông thông qua bài tập thực tế.']",66f79d3af050d8d70ad247c5,86
342,Nguyễn Ngọc Dương,Học thiết kế đồ họa cho người mới từ A-Z,2022-04-22,30,299000.0,449000.0,5.0,5,252,Thiết Kế,"['học viên sẽ sử dụng tốt kỹ năng của chương trình corel draw, ứng dụng để thiết kế hoàn chỉnh bộ nhận diện thương hiệu và các ấn phẩm truyền thông kèm theo']",66f79d3af050d8d70ad247c6,45
343,Phạm Thiệp,Bùng nổ doanh số với Facebook Marketing,2021-12-15,34,399000.0,1299000.0,5.0,6,246,Marketing,"['tự tin phân tích sản phẩm và khách hàng', 'viết nội dung quảng cáo hấp dẫn cho sản phẩm', 'thiết lập quảng cáo, quy trình set quảng cáo hoàn thiện', 'có thể làm việc tại các doanh nghiệp ở vị trí marketing facebook']",66f79d3af050d8d70ad247c7,74
344,Ngọc Nhân Nguyễn,TestNG Framework,2022-05-08,28,299000.0,549000.0,4.0,4,217,Lập Trình - CNTT,"['sử dụng thành thạo annotions cũng như biết cách sử dụng hard và soft assertions như thế nào để chương trình test của mình vẫn chạy xong hết, mặc dù có những chỗ test bị fail.', 'học viên sẽ tìm hiểu và code những phần mới mà testng không có, đó là page object và page factory với những library mà mình tự tạo và sử dụng hiệu quả.', 'sẽ biết cách tạo file testng xml và sử dụng groups, paramater và parallel để chương trình test của mình chạy hiệu quả, cũng như sử dụng data provider tạo data driven testing.']",66f79d3af050d8d70ad247c8,65
345,Trần Quốc Minh,Tìm hiểu Forex - các phương pháp và quản lý vốn trong giao dịch Forex,2021-12-15,16,299000.0,299000.0,5.0,7,96,Đầu Tư,"['vận dụng tư duy đầu tư cho tất cả các kênh: chứng khoán, bất động sản, giao dịch forex & gold... sau khi thấm nhuần nguyên lý chung có thể vận dụng để kiếm tiền từ nhiều lĩnh vực khác nhau', 'hiểu thêm về bản chất của thị trường tài chính, cách chúng vận hành thông qua ví dụ cụ thể.', 'có đủ kiến thức để tự tìm hiểu về thị trường forex: cách test thầy dạy forex, test sàn forex, tìm hiểu phương pháp giao dịch sao cho phù hợp. đây sẽ là tiền đề vững chắc để những ai có ý định bước chân vào giao dịch forex tiến đến thành công.']",66f79d3af050d8d70ad247c9,75
346,Hoàng Thị Ngọc Hân,Yoga tăng cường sinh lý nữ: Nghệ thuật phòng the,2022-04-26,19,399000.0,999000.0,5.0,3,134,Thể Thao - Sức Khỏe,"['học cách kiểm soát hơi thở, kiểm soát năng lượng tình dục tự nhiên trong cơ thể, đào thải độc tố ở dạng khí, làm sạch và thông thoáng các kinh mạch và cơ quan nội tạng.', 'áp dụng đươc nghệ thuật thư giãn sâu cho cơ thể và tâm trí giải tỏa những căng thẳng', 'giúp người tập phòng ngừa được những căn bệnh về sinh lý tiềm ẩn.', 'những bài tập yoga giúp kích thích tuần hoàn máu, đưa oxy và các dưỡng chất đế cơ quan sinh dục giúp nữ giới tăng ham muốn và hưng phấn trong chuyện chăn gối.', 'thực hành khóa học mỗi ngày giúp bạn có giấc ngủ ngon, sâu, tâm trí tích cực kích thích sản sinh hormone nội tiết nữ, duy trì trái tim khỏe mạnh, thân hình cân đối, làn da đầy sức sống và hấp dẫn. không ai có thể hiểu cơ thể của bạn hơn chính bạn và không ai có thể làm thay bạn để giúp mình trở nên hoàn thiện hơn. bởi tình dục là duy nhất và thiêng liêng của bạn và bạn tình. vậy thì còn chần chừ gì nữa? cùng ngọc hân học và thực hành ngay thôi!']",66f79d3af050d8d70ad247ca,82
347,Trung Phạm,Môi giới nhà thuê,2022-04-16,15,299000.0,299000.0,4.1,1,132,Đầu Tư,"['từ chưa biết bắt đầu từ đâu, đến trở thành chuyên gia, có thể làm giàu từ nghề môi giới bất động sản']",66f79d3af050d8d70ad247cb,45
348,Ngọc Nhân Nguyễn,Thành thạo Selenium Webdriver,2022-03-09,87,399000.0,1149000.0,4.6,15,529,Lập Trình - CNTT,"['học viên sẽ biết cách làm việc với selenium webdriver thành thạo.', 'lấy các web elements như id, name, class, linktext....', 'lấy xpath và css selector bình thường và động.', 'lấy list element và các elements đặc biệt như: select box, datetime, selectboxes, datepickers, webtables, popups, iframes, javascript alerts and mouse actions...', 'chụp hình khi testing.', 'biết sử dụng implicit wait và explicit wait để lấy các elements mà trang web loading lâu.', 'biết cách làm với apache poi và apache commons io, để biết cách đọc ghi file excel và file text, cũng như copy và di chuyển file text vô thư mục mà mình muồn.']",66f79d3af050d8d70ad247cc,21
349,Nguyễn Trọng An & Nguyễn Ngọc Tài,"[EduVIP] Cẩm nang squat, bench press và deadlift cho người mới bắt đầu",2022-03-10,37,1199000.0,1199000.0,5.0,8,116,Thể Thao - Sức Khỏe,"['ngoài kiến thức về các động tác khi tập luyện, những thói quen học viên học được trong khoá học này sẽ giúp học viên cải thiện tư thế đi đứng hàng ngày, chẳng hạn việc gù lưng của đại đa số dân văn phòng hoặc nguy cơ thoát vị đĩa đệm khi mọi người nâng vác vật nặng.', 'nếu bạn kiên nhẫn thực hiên khoá học này từng bước một theo chúng tôi hướng dẫn, các bạn sẽ không phải lo lắng về việc tập sai dẫn đến chấn thương. và nếu các bạn duy trì tập luyện lâu dài, bạn sẽ có một cơ thể săn chắc, khoẻ mạnh, một kiến thức vững chắc về tập luyện cơ bản nhất.']",66f79d3af050d8d70ad247cd,86
350,Hà Bằng Nguyễn,Khóa học nghề lãnh đạo,2022-05-02,26,399000.0,899000.0,5.0,4,179,Phát Triển Bản Thân,"['bạn sẽ có được kỹ năng thu hút và giữ chân nhân tài', 'bạn sẽ tạo được sức ảnh hưởng trong công ty và những mối quan hệ khác trong đời sống.', 'bạn sẽ áp dụng được tư duy lãnh đạo, năng lực lãnh đạo để đưa doanh nghiệp lên tầm cao mới.', 'nâng cao kỹ năng kết nối và tăng hiệu suất làm việc của nhân viên bằng cách ủy quyền thông minh.', 'giúp bạn phác họa được một hình dung về lãnh đạo.']",66f79d3af050d8d70ad247ce,87
351,Văn Phòng Phạm,Sản xuất phim hoạt hình với Moho Animation,2022-03-10,18,399000.0,1199000.0,4.0,5,172,Thiết Kế,"['sản xuất được phim hoạt hình ở mức độ cơ bản.', 'nắm được quy trình làm nên phim hoạt hình.', 'thành thạo các kỹ thuật cơ bản nhất trong làm phim hoạt hình.']",66f79d3af050d8d70ad247cf,88
352,Nguyễn Đức Việt,Chỉnh sửa ảnh với Lightroom và Photoshop,2022-06-15,140,299000.0,349000.0,4.6,2,865,Thiết Kế,"['tự tạo album ảnh cưới chuyên nghiệp như studio với các tính năng mạnh mẽ của lightroom', 'hiểu bản chất các tính năng của ảnh, đọc được biểu đồ ảnh, cần sửa ở đâu, sửa thế nào tự tin nhận làm các công việc liên quan đến cân chỉnh ảnh', 'tự quản lý thư viện ảnh hàng nghìn ảnh, không lo lắng bị mất thông tin ảnh, tìm một bức ảnh trong nháy mắt cực kì dễ dàng với lightroom - tính năng chỉ khi nào bạn sử dụng bạn mới biết nó tiện lợi đến mức nào.', 'tự làm album cho bản thân, cho gia đình, người thân bằng một vài lần click với tính năng đặc biệt của lightroom', 'tự upload gallery ảnh trực tuyến cho công việc, hoặc nhu cầu cá nhân trong vài thao tác cơ bản']",66f79d3af050d8d70ad247d0,88
353,Nguyễn Đức Việt,Illustrator cho marketing,2022-04-16,86,299000.0,349000.0,4.0,5,561,Thiết Kế,"['sau khi tham gia khóa học, kết quả rõ ràng nhất là bạn sẽ làm được các loại quảng cáo trên các trang thương mai điện tử hiện nay như adayroi.com, sendo, tiki, lazada, shoppee.']",66f79d3af050d8d70ad247d1,74
354,Th.S Nguyễn Tấn Trung,Trọn bộ bí kíp pha chế trà và trà sữa theo xu hướng mới nhất hiện nay,2021-12-15,65,399000.0,699000.0,5.0,4,178,Nghệ Thuật - Đời Sống,"['nắm bắt được các công thức pha chế mới nhất hiện nay.', 'mở quán kinh doanh, và tự tin đưa thức uống độc, lạ vào menu kinh doanh tạo sự mới lạ, thu hút khách hàng.', 'tăng thêm kiến thức về lĩnh vực pha chế.']",66f79d3af050d8d70ad247d2,60
355,Nguyễn Văn Huy,Học vẽ chân dung từ A đến Z,2022-06-30,39,399000.0,1499000.0,4.5,4,408,Thiết Kế,"['bạn sẽ học được gì?', 'giúp bạn học vẽ chân dung từ cơ bản đến nâng cao về chân dung, đừng lo lắng nếu bạn chưa biết gì về vẽ', 'giúp bạn hiểu rõ bản chất từng nét bút bạn vẽ, tại sao chỗ này phải đậm, còn chỗ kia thì nhạt mà không phải ngược lại...', 'giúp bạn thoát khỏi cái bóng của việc chép y theo 1 bức ảnh mà không hiểu gì', 'giúp bạn có thể vẽ được cả những tấm ảnh mờ không rõ nét, chụp bằng camera 360', 'giúp bạn đủ khả năng kiếm tiền từ vẽ tranh, nếu bạn muốn!']",66f79d3af050d8d70ad247d3,24
356,Đỗ Trung Thành,Thành thạo bảng tính Excel 365 từ A-Z,2022-05-05,48,399000.0,699000.0,4.2,5,220,Tin Học Văn Phòng,"['hiểu biết sơ bộ về những dịch vụ của gói phần mềm office 365 mà nhà sản xuất cung cấp cho người dùng.', 'trang bị đầy đủ các kiến thức từ cơ bản đến nâng cao về bảng tính excel 365, các kỹ năng định dạng bảng tính, sử dụng các hàm phổ biến nhất cũng như những cập nhật mới nhất của office 365. ngoài ra cung cấp cho học viên những thủ thuật hữu ích nhằm nâng cao hiệu quả làm việc với bảng tính excel.']",66f79d3af050d8d70ad247d4,91
357,Bùi Đức Tiến,Bí quyết học từ vựng IELTS hiệu quả nhất,2022-04-08,38,249000.0,249000.0,4.8,1,199,Ngoại Ngữ,"['sau khi học xong khóa học, người học sẽ hiểu rõ cấu trúc phần thi nói của ielts, những tiêu chí chấm điểm cho phần này, cách trình bày bài thi của mình thật ấn tượng và thu hút.', 'trong quá trình theo dõi các video clip dạy học, người học nên kết hợp với việc học thêm từ những sách luyện thi ielts.', 'đảm bảo người học sẽ cải thiện được điểm thi ielts - đặc biệt là phần nói.']",66f79d3af050d8d70ad247d5,40
358,TRUNG TÂM TƯ VẤN PHÁP LUẬT TRƯỜNG ĐẠI HỌC LUẬT HÀ NỘI,Các vấn đề pháp luật doanh nghiệp,2022-03-04,66,549000.0,549000.0,2.0,27,422,Kiến Thức Chuyên Ngành,"['hiểu rõ các vấn đề pháp lý doanh nghiệp thường gặp.', 'nắm được phương pháp để giải quyết vấn đề.', 'nền móng để trở thành nhân viên pháp chế chuyên nghiệp.']",66f79d3af050d8d70ad247d6,68
359,Đỗ Trung Thành,"Làm chủ Office 365 từ cơ bản đến nâng cao (Word, Excel, Powerpoint)",2022-06-24,140,399000.0,999000.0,4.6,4,745,Tin Học Văn Phòng,"['1. hiểu biết sơ bộ về những dịch vụ của gói phần mềm office 365 mà nhà sản xuất cung cấp cho người dùng', '2. các kiến thức từ cơ bản đến nâng cao với phần mềm word 365 với những cập nhật mới nhất của office 365. trang bị đầy đủ các kỹ năng về soạn thảo, định dạng văn bản,... các kỹ năng chèn các đối tượng vào văn bản với nhiều mục đích khác nhau.', '3. trang bị đầy đủ các kiến thức từ cơ bản đến nâng cao về bảng tính excel 365, các kỹ năng định dạng bảng tính, sử dụng các hàm phổ biến nhất cũng như những cập nhật mới nhất của office 365. ngoài ra cung cấp cho học viên những thủ thuật hữu ích nhằm nâng cao hiệu quả làm việc với bảng tính excel.', '4. trang bị các kiến thức từ cơ bản đến nâng cao với phần mềm powerpoint 365, đặc biệt là sử dụng những tính năng mới, những cập nhật mới nhất của microsoft về phần mềm này như hiệu ứng morph, 3d models, zooms, icons, design idea,... trang bị cho học viên những kỹ năng thiết kế trình chiếu chuyên nghiệp.']",66f79d3af050d8d70ad247d7,19
360,Đỗ Trung Thành,Soạn thảo văn bản Word 365 từ cơ bản đến nâng cao,2021-12-15,50,399000.0,699000.0,5.0,5,249,Tin Học Văn Phòng,"['hiểu biết sơ bộ về những dịch vụ của gói phần mềm office 365 mà nhà sản xuất cung cấp cho người dùng.', 'các kiến thức từ cơ bản đến nâng cao với phần mềm word 365 với những cập nhật mới nhất của office 365.', 'trang bị đầy đủ các kỹ năng về soạn thảo, định dạng văn bản, các kỹ năng chèn các đối tượng vào văn bản với nhiều mục đích khác nhau.']",66f79d3af050d8d70ad247d8,75
361,Đỗ Trung Thành,Thiết kế trình chiếu chuyên nghiệp với Powerpoint 365,2021-12-15,50,399000.0,699000.0,5.0,5,306,Tin Học Văn Phòng,"['hiểu biết sơ bộ về những dịch vụ của gói phần mềm office 365 mà nhà sản xuất cung cấp cho người dùng', 'trang bị các kiến thức từ cơ bản đến nâng cao với phần mềm powerpoint 365, đặc biệt là sử dụng những tính năng mới, những cập nhật mới nhất của microsoft về phần mềm này như hiệu ứng morph, 3d models, zooms, icons, design idea,...', 'trang bị cho học viên những kỹ năng thiết kế trình chiếu chuyên nghiệp.']",66f79d3af050d8d70ad247d9,5
362,Vũ Duy Kiên,Bí quyết viết và đăng bài báo quốc tế ngành y dược,2021-12-15,29,1999000.0,1999000.0,5.0,4,251,Kiến Thức Chuyên Ngành,"['có khả năng thực hiện viết được một bài báo đúng quy chuẩn.', 'có khả năng tìm kiếm, thực hành nộp bài cho các tạp chí phù hợp với nội dung nghiên cứu.', 'nắm được quy trình nộp bài, trả lời phản biện và nộp lại bài.', 'có khả năng thực hiện và triển khai các nghiên cứu và viết bài mới.']",66f79d3af050d8d70ad247da,96
363,Duy Văn Đào,Tự chữa bệnh không dùng thuốc,2024-08-19,55,299000.0,549000.0,4.0,7,532,Thể Thao - Sức Khỏe,"['chỉ 10 phút hỗ trợ tập làm giảm rõ rệt đau lưng, đau cổ vai gáy, đau đầu nhiều năm.', 'chỉ 10 -20 phút hết lạnh bụng, lạnh chân tay, làm cân bằng huyết áp, giúp ngủ ngon, trị dứt mất ngủ.', 'chỉ 10 phút giảm rõ rệt đau khó chịu vùng bụng: gan, dạ dày, ruột.', 'hiểu và thực hành giúp tự chữa dứt điểm thái hóa đốt sống lưng, đốt sống cổ, và làm chủ đau đầu, chóng mặt, mất ngủ mãn tính.', 'làm chủ việc ăn uống, dùng tpcn và chất bổ sung trong phòng bệnh.', 'hiểu, tự tập, chọn lọc các bài tập, bài vận động phù hợp để tập giúp hoạt khí, hoạt huyết, mát gan, giải độc, tiêu viêm, bổ ngũ tạng, ăn ngon, ngủ tốt, cân bằng chuyển hóa và giảm đau tự nhiên không dùng thuốc.', 'hiểu gốc của bệnh tật, nguyên lý và cách làm chủ sức khỏe của mình và người xung quanh theo tinh - khí - thần.']",66f79d3af050d8d70ad247db,42
364,Việt Hưng Lê,Giải mã 4 tuyệt chiêu bí mật giúp nhà đầu tư chiến thắng trên thị trường chứng khoán,2021-12-15,32,399000.0,899000.0,5.0,7,186,Đầu Tư,"['giúp học viên có thể thấy hướng đi đơn giản mà hiệu quả khi tham gia thị trường chứng khoán, giúp xây dựng thêm một nguồn thu nhập thụ động.', 'nắm rõ quy luật thị trường và hiểu được quyền lợi của mình ở đâu, đảm bảo cho việc đầu tư được an toàn, phòng tránh rủi ro.', 'được trang bị những hành trang quan trọng để bạn có thể kiếm được tiền từ bây giờ cho đến cuối đời - trên ttck.', 'có được 1 bí quyết đầu tư thụ động khi tham gia giao dịch trên ttck.']",66f79d3af050d8d70ad247dc,93
365,Lê Thị Phương Linh,Ứng dụng sinh trắc vân tay,2022-03-11,14,299000.0,399000.0,4.9,2,103,Nghệ Thuật - Đời Sống,"['học viên hiểu đúng và đủ những giá trị tinh hoa và cốt lõi của sinh trắc vân tay.', 'học viên nhận diện được 3 nhóm vân tay lớn và căn bản.', 'học viên ứng dụng và hiểu được cách giao tiếp, nuôi dạy con, dung hòa các mối quan hệ trong cuộc sống.', 'học viên tự khám phá được chính bản thân mình thông qua công cụ sinh trắc vân tay.']",66f79d3af050d8d70ad247dd,71
366,Th.S Lê Thị Hồng Nhung,Kiến thức tiếng Anh cho trẻ 8-10 tuổi,2021-12-15,21,399000.0,949000.0,5.0,1,291,Ngoại Ngữ,"['học sinh được củng cố, nắm vững nội dung kiến thức tiếng anh cơ bản và nâng cao không chỉ trong sách giáo khoa mà cả các chủ điểm cần nắm vững ở độ tuổi của mình.', 'ghi nhớ lâu và dùng thạo những cấu trúc câu phổ biến và nâng cao, có trong sách giáo khoa và được mở rộng bên ngoài.', 'đủ kiến thức, tự tin để làm tất cả các bài kiểm tra tiếng anh trên lớp hay tham gia các kỳ thi tiếng anh trong nước và quốc tế.', 'được luyện cả 4 kỹ năng nghe, nói, đọc, viết cùng các tình huống phát triển khả năng tư duy của trẻ.', 'yêu thích tiếng anh hơn bởi những hình ảnh sinh động, âm thanh thú vị qua nội dung bài học sinh động.', 'quà tặng: bộ sách dạy giao tiếp cho trẻ + sách phát âm + bộ sách luyện viết + bộ truyện tranh để các bạn nhỏ tìm hiểu thêm và thư giãn sau mỗi bài học.']",66f79d3af050d8d70ad247de,40
367,Kim Min Su,Tiếng Hàn BIGMAXX Online - Trung cấp 2,2021-12-30,14,399000.0,899000.0,5.0,1,165,Ngoại Ngữ,"['mở rộng vốn từ vựng tiếng hàn theo chủ đề.', 'hiểu rõ cách sử dụng ngữ pháp tiếng hàn để áp dụng vào thực tế.', 'kỹ năng đặt câu dựa trên vốn từ vựng, ngữ pháp đã có.', 'phát âm chuẩn như người bản ngữ.', 'luyện nghe chuyên sâu với giọng chuẩn người bản ngữ.', 'nắm vững 4 kỹ năng với hệ thống bài tập tổng hợp.']",66f79d3af050d8d70ad247df,33
368,NGUYỄN CHƯƠNG,CẬP NHẬT 2021 _ Trọn bộ khoá học Bán hàng thành công trên sàng TMĐT Lazada,2022-05-31,43,299000.0,399000.0,4.5,7,223,Kinh Doanh - Khởi Nghiệp,"['1. nắm rõ con đường kinh doanh trên lazada', '2. cầm tay chỉ việc cho những người chưa có kinh nghiệm', '3. kết nối cộng đồng bán hàng trên lazada', '4. cơ hội mở rộng kinh doanh thông qua các mối quan hệ của giảng viên']",66f79d3af050d8d70ad247e0,7
369,Châu Vĩnh Luân,Học tiếng Trung hiệu quả cấp tốc (2),2022-05-02,10,299000.0,499000.0,4.0,1,154,Ngoại Ngữ,"['bạn sẽ đủ vốn từ để giao tiếp tiếng trung và nắm được hơn 30 cấu trúc ngữ pháp cơ bản dành cho người mới bắt đầu.', 'bạn sẽ có khả năng nghe, phản xạ âm, nhận mặt chữ hán thành thạo trong phạm vi khóa học.', 'bạn sẽ có khả năng giao tiếp thành thạo trong phạm vi từ vựng và chủ đề trong khóa học.']",66f79d3af050d8d70ad247e1,53
370,Kim Min Su,Tiếng Hàn BIGMAXX Online - Trung cấp 1,2021-12-30,15,399000.0,799000.0,5.0,1,178,Ngoại Ngữ,"['mở rộng vốn từ vựng tiếng hàn theo chủ đề.', 'hiểu rõ cách sử dụng ngữ pháp tiếng hàn để áp dụng vào thực tế.', 'kỹ năng đặt câu dựa trên vốn từ vựng, ngữ pháp đã có.', 'phát âm chuẩn như người bản ngữ.', 'luyện nghe chuyên sâu với giọng chuẩn người bản ngữ.', 'nắm vững 4 kỹ năng với hệ thống bài tập tổng hợp.']",66f79d3af050d8d70ad247e2,10
371,Kim Min Su,Khóa học tiếng Hàn BIGMAXX Online - Sơ cấp 2,2021-12-30,14,399000.0,699000.0,5.0,1,129,Ngoại Ngữ,"['mở rộng vốn từ vựng tiếng hàn theo chủ đề.', 'hiểu rõ cách sử dụng ngữ pháp tiếng hàn để áp dụng vào thực tế.', 'kỹ năng đặt câu dựa trên vốn từ vựng, ngữ pháp đã có.', 'phát âm chuẩn như người bản ngữ.', 'luyện nghe chuyên sâu với giọng chuẩn người bản ngữ.', 'nắm vững 4 kỹ năng với hệ thống bài tập tổng hợp.']",66f79d3af050d8d70ad247e3,51
372,Kim Min Su,Tiếng Hàn BIGMAXX Online - Sơ cấp 1,2021-12-15,16,299000.0,599000.0,5.0,1,171,Ngoại Ngữ,"['mở rộng vốn từ vựng tiếng hàn theo chủ đề.', 'hiểu rõ cách sử dụng ngữ pháp tiếng hàn để áp dụng vào thực tế.', 'kỹ năng đặt câu dựa trên vốn từ vựng, ngữ pháp đã có.', 'phát âm chuẩn như người bản ngữ.', 'luyện nghe chuyên sâu với giọng chuẩn người bản ngữ.', 'nắm vững 4 kỹ năng với hệ thống bài tập tổng hợp.']",66f79d3af050d8d70ad247e4,23
373,Nguyễn Mạnh Tùng,Tiếng Trung mua hàng Taobao siêu tốc,2022-05-04,41,299000.0,599000.0,4.5,2,234,Ngoại Ngữ,"['nhận biết mặt chữ piyin và nắm chắc kỹ thuật phát âm trong tiếng trung.', 'nắm chắc các quy tắc khi viết vận mẫu là một âm tiết.', 'nắm chắc quy tắc đánh dấu cho vận mẫu.', 'tự đọc được bài khóa có chữ piyin.', 'học bằng giáo trình chuyên biệt dành cho dân mua hàng tiếng trung.', 'nắm chắc các cấu trúc ngữ pháp cơ bản.', 'nắm chắc 500 - 600 từ vựng thường gặp trong việc mua hàng bằng tiếng trung.', 'nắm chắc quy trình tìm kiếm hàng, nhà cung cấp, đàm phán, đặt hàng, vận chuyển, đổi trả trong quá trình mua hàng thông qua các bài khóa thực tế.', 'cài đặt và sử dụng bàn phím tiếng trung trên máy tính và điện thoại.', 'hoàn thành khóa học có thể sử dụng tiếng hán để tiến hành các hội thoại mua hàng đơn giản.', 'có kiến thức cơ bản để tự học lên trình độ cao hơn.']",66f79d3af050d8d70ad247e5,21
374,Phạm Quỳnh Giang,Kỹ năng hạnh phúc,2021-12-15,21,399000.0,699000.0,5.0,5,180,Thể Thao - Sức Khỏe,"['xác định những cảm xúc tiêu cực của bản thân và nguyên nhân gây ra nó.', 'nhìn nhận lại các vấn đề với góc nhìn mới mẻ.', 'trang bị 3 công cụ để hoán chuyển cảm xúc.', 'biết cách tạo ra một cuộc sống chất lượng, cân bằng và hạnh phúc mỗi ngày.']",66f79d3af050d8d70ad247e6,11
375,Hoàng Thị Ngọc Hân,Yoga căn bản dành cho người mới - Nghệ thuật sống hạnh phúc,2021-12-15,13,399000.0,799000.0,5.0,1,131,Thể Thao - Sức Khỏe,"['học cách kiểm soát hơi thở, hít thở sâu giúp bạn nhận vào phần lớn khí oxy và thải ra khí độc cacbonic.', 'giúp cơ thể luôn trẻ trung, tràn đầy sức sống, tạo sức mạnh cơ bắp, làm chắc khỏe cột sống, cân bằng nội tiết tố, bạn chắc chắn làm chủ sức khỏe, làm chủ cuộc sống.', 'đạt được sự tỉnh táo, tập trung, tốt cho tâm trí.']",66f79d3af050d8d70ad247e7,64
376,Hoa Trần,"Toàn tập bán lẻ trên Facebook, Zalo, Shopee để có ngàn đơn",2022-05-04,39,399000.0,799000.0,5.0,11,339,Kinh Doanh - Khởi Nghiệp,"['nhận thức đúng về bán hàng, marketing và các yếu tố mẫu chốt để kinh doanh thành công.', 'chiến lược để thu hút khách hàng tiềm năng, khách hàng tiềm năng lũ lượt tự tìm kiếm gọi điện để mua hàng.', 'tăng doanh số bán hàng, phát triển công việc kinh doanh một cách vượt bậc.', 'xây dựng hệ thống để có nguồn thu nhập thụ động mỗi ngày.']",66f79d3af050d8d70ad247e8,19
